Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Washington,US,2020-11-30 05:30:26,47.4009,-121.4905,162700,2703,,159997.0,53.0,2136.6025760309435,2894367.0,,1.661339889366933,84000053.0,USA,38009.29310497206,
West Virginia,US,2020-11-30 05:30:26,38.4912,-80.9545,46997,729,29898.0,16370.0,54.0,2622.385328882061,1129226.0,,1.5511628401812882,84000054.0,USA,63009.67498759867,
Wisconsin,US,2020-11-30 05:30:26,44.2685,-89.6165,409054,3487,311438.0,94129.0,55.0,7025.481096050207,4398150.0,,0.852454688134085,84000055.0,USA,75537.99665225919,
Wyoming,US,2020-11-30 05:30:26,42.756,-107.3025,32489,215,23022.0,9252.0,56.0,5613.5628128461085,393376.0,,0.6617624426729046,84000056.0,USA,67968.87823774663,
Alabama,US,2020-11-29 05:30:26,32.3182,-86.9023,244993,3572,161946.0,79475.0,1.0,4996.609346781735,1573902.0,,1.4580008408403506,84000001.0,USA,32099.584249829448,
Alaska,US,2020-11-29 05:30:26,61.3707,-152.4044,31444,121,7165.0,24158.0,2.0,4298.300172921693,999054.0,,0.3848110927362931,84000002.0,USA,136567.67526262908,
Arizona,US,2020-11-29 05:30:26,33.7298,-111.4312,322774,6624,51333.0,264817.0,4.0,4434.4903092124605,2217884.0,,2.0522099053827136,84000004.0,USA,30470.80962208037,
Arkansas,US,2020-11-29 05:30:26,34.9697,-92.3731,155026,2449,134312.0,18265.0,5.0,5137.04667367397,1655994.0,,1.5797350121915033,84000005.0,USA,54874.140268884265,
California,US,2020-11-29 05:30:26,36.1162,-119.6816,1200624,19116,,1181508.0,6.0,3038.6141523852,23573182.0,,1.5921720705233278,84000006.0,USA,59660.48025189572,
Colorado,US,2020-11-29 05:30:26,39.0598,-105.3111,225283,2983,12153.0,210147.0,8.0,3912.0216658655654,3143227.0,,1.324112338702876,84000008.0,USA,54581.890887166905,
Connecticut,US,2020-11-29 05:30:26,41.5978,-72.7554,112581,4961,9800.0,97820.0,9.0,3157.6981039675065,3154617.0,,4.406605022161823,84000009.0,USA,88481.43221008574,
Delaware,US,2020-11-29 05:30:26,39.3185,-75.5071,34670,763,17082.0,16825.0,10.0,3560.4109414601485,720190.0,,2.200749927891549,84000010.0,USA,73959.3987865643,
Florida,US,2020-11-29 05:30:26,27.7663,-81.6868,985297,18442,,966855.0,12.0,4587.527075129005,12271258.0,,1.8717198976552247,84000012.0,USA,57134.78100602497,
Georgia,US,2020-11-29 05:30:26,33.0406,-83.6431,467564,9424,,458140.0,13.0,4403.742791447605,4289024.0,,2.015552951039857,84000013.0,USA,40396.092347455684,
Hawaii,US,2020-11-29 05:30:26,21.0943,-157.4983,18082,240,11958.0,5884.0,15.0,1277.0928445509198,659720.0,,1.327286804557018,84000015.0,USA,46594.60742213985,
Idaho,US,2020-11-29 05:30:26,44.2405,-114.4788,99660,913,39900.0,58847.0,16.0,5576.74175253838,468895.0,,0.9161147902869756,84000016.0,USA,26238.273370022915,
Illinois,US,2020-11-29 05:30:26,40.3495,-88.9861,712936,12838,,700098.0,17.0,5626.152705282058,10368278.0,,1.8007226455109575,84000017.0,USA,81821.53141209933,
Indiana,US,2020-11-29 05:30:26,39.8494,-86.2583,329008,5663,189640.0,133705.0,18.0,4887.066211007099,4183401.0,,1.7212347420123524,84000018.0,USA,62140.00168443718,
Iowa,US,2020-11-29 05:30:26,42.0115,-93.2105,227179,2375,130008.0,94796.0,19.0,7200.442462449328,1063681.0,,1.045431135800404,84000019.0,USA,33713.3882924943,
Kansas,US,2020-11-29 05:30:26,38.5266,-96.7265,155500,1529,3352.0,150619.0,20.0,5337.564025024422,812424.0,,0.9832797427652732,84000020.0,USA,27886.592382420844,
Kentucky,US,2020-11-29 05:30:26,37.6681,-84.6701,174182,1885,27998.0,144299.0,21.0,3898.718639434891,2548528.0,,1.082201375572677,84000021.0,USA,57043.74514428429,
Louisiana,US,2020-11-29 05:30:26,31.1695,-91.8678,230602,6391,192488.0,31723.0,22.0,4960.469317418669,3378743.0,,2.7714417047553788,84000022.0,USA,72679.98969195019,
Maine,US,2020-11-29 05:30:26,44.6939,-69.3819,11288,191,8822.0,2275.0,23.0,839.7484920533368,841351.0,,1.6920623671155208,84000023.0,USA,62590.64790375327,
Maryland,US,2020-11-29 05:30:26,39.0639,-76.8021,194448,4602,8599.0,181247.0,24.0,3216.3131359913195,4363150.0,,2.366699580350531,84000024.0,USA,72169.71457305051,
Massachusetts,US,2020-11-29 05:30:26,42.2302,-71.5301,222469,10676,155473.0,56320.0,25.0,3227.695366980617,8322705.0,,4.798870853916727,84000025.0,USA,120750.1106637168,
Michigan,US,2020-11-29 05:30:26,43.3266,-84.5361,378152,9467,165269.0,203416.0,26.0,3786.496592471485,6574441.0,,2.5034906598404882,84000026.0,USA,65830.93159339321,
Minnesota,US,2020-11-29 05:30:26,45.6945,-93.9002,304023,3580,257485.0,42958.0,27.0,5390.8304655339225,4027255.0,,1.1775424885617207,84000027.0,USA,71409.88986515433,
Mississippi,US,2020-11-29 05:30:26,32.7416,-89.6787,149940,3779,121637.0,24524.0,28.0,5038.054210323475,1097212.0,,2.520341469921302,84000028.0,USA,36866.8369762401,
Missouri,US,2020-11-29 05:30:26,38.4561,-92.2884,299095,3844,,295251.0,29.0,4873.295458618823,3042148.0,,1.2852103846603922,84000029.0,USA,49567.147671630526,
Montana,US,2020-11-29 05:30:26,46.9219,-110.4544,60845,669,44100.0,16076.0,30.0,5692.950266566116,645393.0,,1.0995151614758814,84000030.0,USA,60386.067078476524,
Nebraska,US,2020-11-29 05:30:26,41.1254,-98.2681,125323,989,61605.0,62729.0,31.0,6478.622917192238,1339345.0,,0.7891608084709112,84000031.0,USA,69237.97875112179,
Nevada,US,2020-11-29 05:30:26,38.3135,-117.0554,149229,2119,,147110.0,32.0,4844.852013988902,1622816.0,,1.4199652882482627,84000032.0,USA,52686.16264890479,
New Hampshire,US,2020-11-29 05:30:26,43.4525,-71.5639,20025,523,14642.0,4860.0,33.0,1472.7394277166254,785563.0,,2.6117353308364546,84000033.0,USA,57774.26232486168,
New Jersey,US,2020-11-29 05:30:26,40.2989,-74.521,329553,16965,43167.0,269421.0,34.0,3710.267400269528,5943584.0,,5.147882131250512,84000034.0,USA,66915.74938162773,
New Mexico,US,2020-11-29 05:30:26,34.8405,-106.2485,93982,1527,31482.0,60973.0,35.0,4482.101306305855,1536202.0,,1.624779213040795,84000035.0,USA,73263.10347672603,
New York,US,2020-11-29 05:30:26,42.1657,-74.9481,634438,34514,84938.0,514986.0,36.0,3261.2949372096973,19115204.0,,5.4400902846298616,84000036.0,USA,98260.69376192873,
North Carolina,US,2020-11-29 05:30:26,35.6301,-79.8064,357958,5219,293555.0,59184.0,37.0,3412.9970736313708,5244854.0,,1.4579922784237256,84000037.0,USA,50007.74211953299,
North Dakota,US,2020-11-29 05:30:26,47.5289,-99.78399999999999,77935,921,69669.0,7345.0,38.0,10226.85818214266,1072080.0,,1.1817540257907229,84000038.0,USA,140681.46686227628,
Ohio,US,2020-11-29 05:30:26,40.3888,-82.7649,406703,6378,261353.0,138972.0,39.0,3479.3354492646995,6028709.0,,1.5682205442300647,84000039.0,USA,51575.476298431866,
Oklahoma,US,2020-11-29 05:30:26,35.5653,-96.9289,193824,1717,159894.0,32213.0,40.0,4898.292153265717,2067292.0,,0.8858552088492653,84000040.0,USA,52244.30505050454,
Oregon,US,2020-11-29 05:30:26,44.571999999999996,-122.0709,72506,896,5870.0,65740.0,41.0,1719.0735221280984,1033150.0,,1.2357597991890326,84000041.0,USA,24495.363271820883,
Pennsylvania,US,2020-11-29 05:30:26,40.5908,-77.2098,355945,10234,214516.0,131195.0,42.0,2780.3882662295678,3156131.0,,2.8751632977004875,84000042.0,USA,24653.442523657846,
Rhode Island,US,2020-11-29 05:30:26,41.6809,-71.5118,53954,1346,3619.0,48989.0,44.0,5093.070256503685,1519021.0,,2.4947177225043555,84000044.0,USA,143390.30793091306,
South Carolina,US,2020-11-29 05:30:26,33.8569,-80.945,214911,4346,112978.0,97587.0,45.0,4174.071428321713,2370233.0,,2.022232459017919,84000045.0,USA,46035.43719849267,
South Dakota,US,2020-11-29 05:30:26,44.2998,-99.4388,79099,942,61051.0,17106.0,46.0,8941.185247649095,325376.0,,1.190912653763006,84000046.0,USA,36779.82137750252,
Tennessee,US,2020-11-29 05:30:26,35.7478,-86.6923,363466,4541,323376.0,35549.0,47.0,5322.254199409766,4470321.0,,1.2493603253124088,84000047.0,USA,65459.17558990298,
Texas,US,2020-11-29 05:30:26,31.0545,-97.5635,1213577,21788,950586.0,241203.0,48.0,4185.34273885315,10636849.0,,1.7953537352800852,84000048.0,USA,36684.00004814477,
Utah,US,2020-11-29 05:30:26,40.15,-111.8624,192087,863,129652.0,61572.0,49.0,5991.563208251637,1808085.0,,0.44927558866555256,84000049.0,USA,56397.650873779385,
Vermont,US,2020-11-29 05:30:26,44.0459,-72.7107,4033,67,2474.0,1492.0,50.0,646.3254961225279,547492.0,,1.6612943218447809,84000050.0,USA,87740.64927426605,
Virginia,US,2020-11-29 05:30:26,37.7693,-78.17,233617,4054,23957.0,205606.0,51.0,2736.9981837073997,3295208.0,,1.7353189194279526,84000051.0,USA,38605.83053004744,
Washington,US,2020-11-29 05:30:26,47.4009,-121.4905,160634,2703,,157931.0,53.0,2109.4715316420074,2894367.0,,1.6827072724329843,84000053.0,USA,38009.29310497206,
West Virginia,US,2020-11-29 05:30:26,38.4912,-80.9545,45845,718,29396.0,15731.0,54.0,2558.104887601296,1115015.0,,1.5661467989966191,84000054.0,USA,62216.71548148673,
Wisconsin,US,2020-11-29 05:30:26,44.2685,-89.6165,404999,3464,306770.0,94765.0,55.0,6955.836682734402,4373089.0,,0.8553107538537132,84000055.0,USA,75107.57528552492,
Wyoming,US,2020-11-29 05:30:26,42.756,-107.3025,31928,215,22798.0,8915.0,56.0,5516.631274848426,393376.0,,0.6733901277875219,84000056.0,USA,67968.87823774663,
Alabama,US,2020-12-02 05:30:41,32.3182,-86.9023,252900,3638,161946.0,87316.0,1.0,5157.871873078418,1593842.0,,1.4385132463424284,84000001.0,USA,32506.258686955516,
Alaska,US,2020-12-02 05:30:41,61.3707,-152.4044,32561,122,7165.0,25274.0,2.0,4450.990711439487,1018628.0,,0.3746813672798747,84000002.0,USA,139243.3821569418,
Arizona,US,2020-12-02 05:30:41,33.7298,-111.4312,337139,6687,53026.0,277426.0,4.0,4631.846519104946,2271914.0,,1.9834548954585496,84000004.0,USA,31213.110772131957,
Arkansas,US,2020-12-02 05:30:41,34.9697,-92.3731,159309,2512,140682.0,16115.0,5.0,5278.971066378068,1691453.0,,1.5768098475290158,84000005.0,USA,56049.133740958656,
California,US,2020-12-02 05:30:41,36.1162,-119.6816,1246042,19304,,1226738.0,6.0,3153.560861407368,24161313.0,,1.5492254675203565,84000006.0,USA,61148.95889304938,
Colorado,US,2020-12-02 05:30:41,39.0598,-105.3111,237310,3109,12779.0,221422.0,8.0,4120.869579713326,3255541.0,,1.3101007121486663,84000008.0,USA,56532.214708227635,
Connecticut,US,2020-12-02 05:30:41,41.5978,-72.7554,118754,5040,9800.0,103914.0,9.0,3330.8398454317985,3286210.0,,4.244067568250332,84000009.0,USA,92172.38331724767,
Delaware,US,2020-12-02 05:30:41,39.3185,-75.5071,36343,777,17713.0,17853.0,10.0,3732.218484150165,744188.0,,2.1379632941694413,84000010.0,USA,76423.8562937221,
Florida,US,2020-12-02 05:30:41,27.7663,-81.6868,1008166,18679,,989487.0,12.0,4694.004773407924,12517482.0,,1.852770277910582,84000012.0,USA,58281.19601241043,
Georgia,US,2020-12-02 05:30:41,33.0406,-83.6431,476405,9515,,466890.0,13.0,4487.011584637817,4338967.0,,1.997250238767436,84000013.0,USA,40866.47955911712,
Hawaii,US,2020-12-02 05:30:41,21.0943,-157.4983,18266,244,11958.0,6064.0,15.0,1290.0883695701307,673164.0,,1.3358151757363408,84000015.0,USA,47544.12828278261,
Idaho,US,2020-12-02 05:30:41,44.2405,-114.4788,103305,960,40929.0,61416.0,16.0,5780.707472867523,474676.0,,0.9292870625816756,84000016.0,USA,26561.76468119514,
Illinois,US,2020-12-02 05:30:41,40.3495,-88.9861,738846,13131,,725715.0,17.0,5830.622133945863,10614079.0,,1.7772309791214949,84000017.0,USA,83761.27629959419,
Indiana,US,2020-12-02 05:30:41,39.8494,-86.2583,344373,5864,203214.0,135295.0,18.0,5115.2970513882565,4295987.0,,1.70280480757783,84000018.0,USA,63812.34775636384,
Iowa,US,2020-12-02 05:30:41,42.0115,-93.2105,233062,2449,137431.0,93182.0,19.0,7386.904252520546,1072992.0,,1.0507933511254517,84000019.0,USA,34008.50060379009,
Kansas,US,2020-12-02 05:30:41,38.5266,-96.7265,160233,1560,3403.0,155270.0,20.0,5500.025057374522,822884.0,,0.9735822208908276,84000020.0,USA,28245.633666676506,
Kentucky,US,2020-12-02 05:30:41,37.6681,-84.6701,183164,1943,28486.0,152735.0,21.0,4099.7628967026,2608252.0,,1.0607979734008866,84000021.0,USA,58380.548442108455,
Louisiana,US,2020-12-02 05:30:41,31.1695,-91.8678,237740,6455,192488.0,38797.0,22.0,5114.014516453084,3454451.0,,2.715151005299908,84000022.0,USA,74308.54109689522,
Maine,US,2020-12-02 05:30:41,44.6939,-69.3819,11981,214,9364.0,2403.0,23.0,891.3028599655412,881709.0,,1.7861614222518991,84000023.0,USA,65593.00169913674,
Maryland,US,2020-12-02 05:30:41,39.0639,-76.8021,201135,4673,8613.0,187849.0,24.0,3326.9210411401195,4460445.0,,2.323315186317648,84000024.0,USA,73779.04553333951,
Massachusetts,US,2020-12-02 05:30:41,42.2302,-71.5301,229205,10778,155473.0,62954.0,25.0,3325.4247404752673,8460417.0,,4.702340699373923,84000025.0,USA,122748.10761779865,
Michigan,US,2020-12-02 05:30:41,43.3266,-84.5361,395453,9759,165269.0,220425.0,26.0,3959.7342787625776,6716589.0,,2.467802747734876,84000026.0,USA,67254.28230323113,
Minnesota,US,2020-12-02 05:30:41,45.6945,-93.9002,322312,3674,279540.0,39098.0,27.0,5715.1246748014755,4179928.0,,1.1398892998088808,84000027.0,USA,74117.03458665387,
Mississippi,US,2020-12-02 05:30:41,32.7416,-89.6787,154411,3836,128746.0,21829.0,28.0,5188.281903896614,1136806.0,,2.4842789697625167,84000028.0,USA,38197.21391637314,
Missouri,US,2020-12-02 05:30:41,38.4561,-92.2884,309169,4026,,305143.0,29.0,5037.43587704817,3089100.0,,1.3022004146599433,84000029.0,USA,50332.15868275767,
Montana,US,2020-12-02 05:30:41,46.9219,-110.4544,63205,698,46350.0,16157.0,30.0,5913.763194975943,660895.0,,1.10434301083775,84000030.0,USA,61836.508610768564,
Nebraska,US,2020-12-02 05:30:41,41.1254,-98.2681,130194,1080,64485.0,64629.0,31.0,6730.431222368808,1370335.0,,0.8295313148071339,84000031.0,USA,70840.01927204602,
Nevada,US,2020-12-02 05:30:41,38.3135,-117.0554,154842,2164,,152678.0,32.0,5027.0830438458315,1653858.0,,1.397553635318583,84000032.0,USA,53693.96874703749,
New Hampshire,US,2020-12-02 05:30:41,43.4525,-71.5639,21802,528,16216.0,5058.0,33.0,1603.4289639489566,825100.0,,2.4217961654894045,84000033.0,USA,60682.01257473095,
New Jersey,US,2020-12-02 05:30:41,40.2989,-74.521,341910,17083,44013.0,280814.0,34.0,3849.3884954048494,6091102.0,,4.996344067152174,84000034.0,USA,68576.57852399015,
New Mexico,US,2020-12-02 05:30:41,34.8405,-106.2485,99419,1589,33458.0,64372.0,35.0,4741.397605622586,1579759.0,,1.5982860419034592,84000035.0,USA,75340.3830259883,
New York,US,2020-12-02 05:30:41,42.1657,-74.9481,655265,34662,85808.0,534795.0,36.0,3368.3550276476367,19568173.0,,5.2897682616956505,84000036.0,USA,100589.15691579552,
North Carolina,US,2020-12-02 05:30:41,35.6301,-79.8064,367395,5284,315979.0,46132.0,37.0,3502.9753766274184,5344037.0,,1.4382340532669198,84000037.0,USA,50953.415323523346,
North Dakota,US,2020-12-02 05:30:41,47.5289,-99.78399999999999,79655,960,73015.0,5680.0,38.0,10452.561602599264,1091144.0,,1.2051974138472157,84000038.0,USA,143183.10058761624,
Ohio,US,2020-12-02 05:30:41,40.3888,-82.7649,430093,6548,280716.0,142829.0,39.0,3679.4363980118233,6182931.0,,1.5224614211344991,84000039.0,USA,52894.84220342028,
Oklahoma,US,2020-12-02 05:30:41,35.5653,-96.9289,199482,1758,167406.0,30318.0,40.0,5041.280312643181,2122950.0,,0.8812825217312841,84000040.0,USA,53650.88599335199,
Oregon,US,2020-12-02 05:30:41,44.571999999999996,-122.0709,76654,936,5870.0,69848.0,41.0,1817.420099925624,1042082.0,,1.221071307433402,84000041.0,USA,24707.135603760973,
Pennsylvania,US,2020-12-02 05:30:41,40.5908,-77.2098,372530,10504,220284.0,141742.0,42.0,2909.9384478458783,3203585.0,,2.8196386868171692,84000042.0,USA,25024.11929896206,
Rhode Island,US,2020-12-02 05:30:41,41.6809,-71.5118,57906,1380,3777.0,52749.0,44.0,5466.125334045712,1561914.0,,2.3831727282146926,84000044.0,USA,147439.25819432654,
South Carolina,US,2020-12-02 05:30:41,33.8569,-80.945,218912,4404,115152.0,99356.0,45.0,4251.780153257687,2417026.0,,2.011767285484578,84000045.0,USA,46944.26608275386,
South Dakota,US,2020-12-02 05:30:41,44.2998,-99.4388,80912,948,65876.0,14088.0,46.0,9146.122969415335,330533.0,,1.171643266758948,84000046.0,USA,37362.75785359104,
Tennessee,US,2020-12-02 05:30:41,35.7478,-86.6923,380186,4638,336131.0,39417.0,47.0,5567.086151268074,4582233.0,,1.2199291925531188,84000047.0,USA,67097.9096447096,
Texas,US,2020-12-02 05:30:41,31.0545,-97.5635,1250934,22114,976517.0,252303.0,48.0,4314.178279321811,10777898.0,,1.7677991005120974,84000048.0,USA,37170.44500217117,
Utah,US,2020-12-02 05:30:41,40.15,-111.8624,198216,890,136709.0,60617.0,49.0,6182.73851372975,1835594.0,,0.4490051257214352,84000049.0,USA,57255.7095258266,
Vermont,US,2020-12-02 05:30:41,44.0459,-72.7107,4239,72,2564.0,1603.0,50.0,679.3388986023792,555633.0,,1.6985138004246283,84000050.0,USA,89045.31970916154,
Virginia,US,2020-12-02 05:30:41,37.7693,-78.17,240063,4093,24393.0,211577.0,51.0,2812.517903129265,3341426.0,,1.7049691122746946,84000051.0,USA,39147.30902713708,
Washington,US,2020-12-02 05:30:41,47.4009,-121.4905,167216,2805,,164411.0,53.0,2195.907414588754,2894367.0,,1.677471055401397,84000053.0,USA,38009.29310497206,
West Virginia,US,2020-12-02 05:30:41,38.4912,-80.9545,48818,758,31139.0,16921.0,54.0,2723.995297260772,1149027.0,,1.552705969109755,84000054.0,USA,64114.550871105996,
Wisconsin,US,2020-12-02 05:30:41,44.2685,-89.6165,416365,3611,319426.0,93328.0,55.0,7151.047139392221,4453101.0,,0.8672679019610198,84000055.0,USA,76481.77720863817,
Wyoming,US,2020-12-02 05:30:41,42.756,-107.3025,33805,239,26003.0,7563.0,56.0,5840.945885938707,419587.0,,0.706996006507913,84000056.0,USA,72497.70629916771,
Alabama,US,2020-11-25 05:30:40,32.3182,-86.9023,236865,3472,90702.0,142691.0,1.0,4830.83954613175,1544865.0,,1.4658138602157351,84000001.0,USA,31507.377347581216,
Alaska,US,2020-11-25 05:30:40,61.3707,-152.4044,28863,116,7165.0,21582.0,2.0,3945.4852401424378,943401.0,,0.40189862453660397,84000002.0,USA,128960.07764389069,
Arizona,US,2020-11-25 05:30:40,33.7298,-111.4312,306868,6515,49234.0,251119.0,4.0,4215.962785749191,2140041.0,,2.123062684932936,84000004.0,USA,29401.34916634346,
Arkansas,US,2020-11-25 05:30:40,34.9697,-92.3731,148312,2405,128831.0,17076.0,5.0,4914.567016280713,1617903.0,,1.6215815308269057,84000005.0,USA,53611.93105980375,
California,US,2020-11-25 05:30:40,36.1162,-119.6816,1145209,18862,,1126347.0,6.0,2898.3664118315996,22741363.0,,1.6470356066010658,84000006.0,USA,57555.26081131907,
Colorado,US,2020-11-25 05:30:40,39.0598,-105.3111,206439,2860,11430.0,192149.0,8.0,3584.7970804704364,2939263.0,,1.3853971391064672,84000008.0,USA,51040.07198801959,
Connecticut,US,2020-11-25 05:30:40,41.5978,-72.7554,107280,4881,9800.0,92599.0,9.0,3009.0144215598907,3051730.0,,4.549776286353468,84000009.0,USA,85595.63367549372,
Delaware,US,2020-11-25 05:30:40,39.3185,-75.5071,32664,757,16262.0,15645.0,10.0,3354.4062010918456,693009.0,,2.317536125397992,84000010.0,USA,71168.06536286,
Florida,US,2020-11-25 05:30:40,27.7663,-81.6868,953300,18157,,935143.0,12.0,4438.549554825073,11842707.0,,1.9046470156299171,84000012.0,USA,55139.45440341316,
Georgia,US,2020-11-25 05:30:40,33.0406,-83.6431,454732,9221,,445511.0,13.0,4282.884839381458,4173943.0,,2.0277877958885675,84000013.0,USA,39312.20410075025,
Hawaii,US,2020-11-25 05:30:40,21.0943,-157.4983,17656,233,11958.0,5465.0,15.0,1247.0053790173124,639725.0,,1.3196647032170368,84000015.0,USA,45182.40349410116,
Idaho,US,2020-11-25 05:30:40,44.2405,-114.4788,94730,874,38397.0,55459.0,16.0,5300.870421613092,457108.0,,0.9226221893803441,84000016.0,USA,25578.700271114933,
Illinois,US,2020-11-25 05:30:40,40.3495,-88.9861,674089,12261,,661828.0,17.0,5319.590609747407,9990304.0,,1.81889928481254,84000017.0,USA,78838.73990959942,
Indiana,US,2020-11-25 05:30:40,39.8494,-86.2583,306538,5435,173231.0,127872.0,18.0,4553.298102750371,3976683.0,,1.7730265089483197,84000018.0,USA,59069.4242121357,
Iowa,US,2020-11-25 05:30:40,42.0115,-93.2105,217784,2270,119713.0,95801.0,19.0,6902.667769653289,1044789.0,,1.0423171582852735,84000019.0,USA,33114.60601508049,
Kansas,US,2020-11-25 05:30:40,38.5266,-96.7265,145129,1456,3189.0,140484.0,20.0,4981.577680950286,784288.0,,1.0032453885853276,84000020.0,USA,26920.819383011923,
Kentucky,US,2020-11-25 05:30:40,37.6681,-84.6701,162838,1809,26951.0,134078.0,21.0,3644.8056963882536,2470357.0,,1.1109200555152974,84000021.0,USA,55294.04233479039,
Louisiana,US,2020-11-25 05:30:40,31.1695,-91.8678,224403,6323,185960.0,32120.0,22.0,4827.122905424504,3296384.0,,2.8176985156169927,84000022.0,USA,70908.3689232089,
Maine,US,2020-11-25 05:30:40,44.6939,-69.3819,10799,189,8232.0,2378.0,23.0,803.3703017083615,833554.0,,1.7501620520418557,84000023.0,USA,62010.605469970506,
Maryland,US,2020-11-25 05:30:40,39.0639,-76.8021,185464,4481,8517.0,172466.0,24.0,3067.7111590424897,4200836.0,,2.4161023163525,84000024.0,USA,69484.92146458298,
Massachusetts,US,2020-11-25 05:30:40,42.2302,-71.5301,211199,10551,145682.0,54966.0,25.0,3064.1843754003444,8000861.0,,4.9957622905411485,84000025.0,USA,116080.63137585865,
Michigan,US,2020-11-25 05:30:40,43.3266,-84.5361,347746,9094,152267.0,186385.0,26.0,3482.036440493741,6334377.0,,2.6151271330223778,84000026.0,USA,63427.13227995555,
Minnesota,US,2020-11-25 05:30:40,45.6945,-93.9002,282916,3359,233847.0,45710.0,27.0,5016.568456948964,3809976.0,,1.1872782027174145,84000027.0,USA,67557.17394326438,
Mississippi,US,2020-11-25 05:30:40,32.7416,-89.6787,144544,3729,121637.0,19178.0,28.0,4856.746083613421,1091816.0,,2.5798372813814483,84000028.0,USA,36685.52884953005,
Missouri,US,2020-11-25 05:30:40,38.4561,-92.2884,284612,3769,,280843.0,29.0,4637.317130237618,2960516.0,,1.3242589911880034,84000029.0,USA,48237.07911522547,
Montana,US,2020-11-25 05:30:40,46.9219,-110.4544,57504,630,40686.0,16188.0,30.0,5380.350269185929,622796.0,,1.095575959933222,84000030.0,USA,58271.78328895242,
Nebraska,US,2020-11-25 05:30:40,41.1254,-98.2681,115921,934,58686.0,56301.0,31.0,5992.58274366111,1277910.0,,0.8057211376713451,84000031.0,USA,66062.07170359098,
Nevada,US,2020-11-25 05:30:40,38.3135,-117.0554,139098,2047,,137051.0,32.0,4515.9401017351065,1558626.0,,1.4716243224201642,84000032.0,USA,50602.177292318964,
New Hampshire,US,2020-11-25 05:30:40,43.4525,-71.5639,18444,513,13226.0,4705.0,33.0,1356.4647193410954,770791.0,,2.7813923227065707,84000033.0,USA,56687.85499271537,
New Jersey,US,2020-11-25 05:30:40,40.2989,-74.521,313863,16819,41781.0,255263.0,34.0,3533.62177571072,5725579.0,,5.358707461535767,84000034.0,USA,64461.343429942375,
New Mexico,US,2020-11-25 05:30:40,34.8405,-106.2485,86247,1428,29568.0,55251.0,35.0,4113.2109485322835,1477284.0,,1.6557097638178715,84000035.0,USA,70453.24153757888,
New York,US,2020-11-25 05:30:40,42.1657,-74.9481,607001,34362,83701.0,488938.0,36.0,3120.256491857712,18352601.0,,5.66094619283988,84000036.0,USA,94340.57343023214,
North Carolina,US,2020-11-25 05:30:40,35.6301,-79.8064,342294,5074,293555.0,43665.0,37.0,3263.646629832484,5028737.0,,1.4823514288886162,84000037.0,USA,47947.146495012814,
North Dakota,US,2020-11-25 05:30:40,47.5289,-99.78399999999999,74401,889,64611.0,8901.0,38.0,9763.116386855663,1040798.0,,1.1948764129514389,84000038.0,USA,136576.55151418125,
Ohio,US,2020-11-25 05:30:40,40.3888,-82.7649,371840,6100,236618.0,129122.0,39.0,3181.0832313865053,5804292.0,,1.6404905335628228,84000039.0,USA,49655.59367273785,
Oklahoma,US,2020-11-25 05:30:40,35.5653,-96.9289,180610,1664,145686.0,33260.0,40.0,4564.349852450271,2011009.0,,0.9213221859254748,84000040.0,USA,50821.92919786372,
Oregon,US,2020-11-25 05:30:40,44.571999999999996,-122.0709,67333,847,5870.0,60616.0,41.0,1596.424812642419,1024582.0,,1.2579270194406904,84000041.0,USA,24292.22116030468,
Pennsylvania,US,2020-11-25 05:30:40,40.5908,-77.2098,326513,9924,202274.0,114315.0,42.0,2550.486490810139,3044438.0,,3.0393889370407923,84000042.0,USA,23780.976534193243,
Rhode Island,US,2020-11-25 05:30:40,41.6809,-71.5118,51424,1325,3469.0,46630.0,44.0,4854.24704137683,1479845.0,,2.5766179215930305,84000044.0,USA,139692.22956102784,
South Carolina,US,2020-11-25 05:30:40,33.8569,-80.945,209230,4313,109724.0,95193.0,45.0,4063.733196289404,2287492.0,,2.0613678726760023,84000045.0,USA,44428.41455167251,
South Dakota,US,2020-11-25 05:30:40,44.2998,-99.4388,74859,821,57381.0,16657.0,46.0,8461.904530446194,315794.0,,1.096728516277268,84000046.0,USA,35696.692171785966,
Tennessee,US,2020-11-25 05:30:40,35.7478,-86.6923,345916,4372,303234.0,38310.0,47.0,5065.268508314475,4340462.0,,1.2638906555348697,84000047.0,USA,63557.64254945034,
Texas,US,2020-11-25 05:30:40,31.0545,-97.5635,1181533,21245,927331.0,232957.0,48.0,4074.830490578989,10240403.0,,1.798087738556604,84000048.0,USA,35316.750679174045,
Utah,US,2020-11-25 05:30:40,40.15,-111.8624,182121,808,118773.0,62540.0,49.0,5680.704488330789,1753460.0,,0.44366108246715097,84000049.0,USA,54693.791996027394,
Vermont,US,2020-11-25 05:30:40,44.0459,-72.7107,3762,64,2339.0,1359.0,50.0,602.8952433456359,527945.0,,1.7012227538543327,84000050.0,USA,84608.06200109299,
Virginia,US,2020-11-25 05:30:40,37.7693,-78.17,223582,3979,23498.0,196105.0,51.0,2619.4306403629353,3187267.0,,1.7796602588759385,84000051.0,USA,37341.220844332965,
