Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Washington,US,2020-12-01 05:30:26,47.4009,-121.4905,165019,2774,,162245.0,53.0,2167.0560571238493,2894367.0,,1.6810185493791625,84000053.0,USA,38009.29310497206,
West Virginia,US,2020-12-01 05:30:26,38.4912,-80.9545,47842,735,30320.0,16787.0,54.0,2669.5354789534563,1137951.0,,1.536307010576481,84000054.0,USA,63496.52121170864,
Wisconsin,US,2020-12-01 05:30:26,44.2685,-89.6165,411730,3494,315086.0,93150.0,55.0,7071.4412563543,4426030.0,,0.8486143832122993,84000055.0,USA,76016.83419683245,
Wyoming,US,2020-12-01 05:30:26,42.756,-107.3025,33305,215,24478.0,8612.0,56.0,5754.554140842734,419587.0,,0.6455487164089476,84000056.0,USA,72497.70629916771,
Alabama,US,2020-12-03 05:30:41,32.3182,-86.9023,256828,3711,168387.0,84730.0,1.0,5237.98306610907,1603523.0,,1.4449359104147523,84000001.0,USA,32703.701777518087,
Alaska,US,2020-12-03 05:30:41,61.3707,-152.4044,33263,122,7165.0,25976.0,2.0,4546.951998851745,1024643.0,,0.3667738929140487,84000002.0,USA,140065.61455549556,
Arizona,US,2020-12-03 05:30:41,33.7298,-111.4312,340979,6739,53694.0,280546.0,4.0,4684.603069469524,2288204.0,,1.976368046126008,84000004.0,USA,31436.91395063168,
Arkansas,US,2020-12-03 05:30:41,34.9697,-92.3731,161521,2522,142600.0,16399.0,5.0,5352.2693985427795,1703266.0,,1.5614068758861075,84000005.0,USA,56440.577320462166,
California,US,2020-12-03 05:30:41,36.1162,-119.6816,1265182,19410,,1245772.0,6.0,3202.0015679704993,24299126.0,,1.5341666258293274,84000006.0,USA,61497.74463461598,
Colorado,US,2020-12-03 05:30:41,39.0598,-105.3111,241172,3193,12996.0,224983.0,8.0,4187.9329074991465,3288900.0,,1.323951370805898,84000008.0,USA,57111.49113277638,
Connecticut,US,2020-12-03 05:30:41,41.5978,-72.7554,121426,5091,9800.0,106535.0,9.0,3405.7847236421635,3327440.0,,4.192677021395747,84000009.0,USA,93328.8119581958,
Delaware,US,2020-12-03 05:30:41,39.3185,-75.5071,36698,779,17907.0,18012.0,10.0,3768.6749561495394,748039.0,,2.122731484004578,84000010.0,USA,76819.33199419982,
Florida,US,2020-12-03 05:30:41,27.7663,-81.6868,1018160,18776,,999384.0,12.0,4740.536677583863,12615881.0,,1.8441109452345408,84000012.0,USA,58739.34018281349,
Georgia,US,2020-12-03 05:30:41,33.0406,-83.6431,482139,9567,,472572.0,13.0,4541.017156422985,4362964.0,,1.9842825409269944,84000013.0,USA,41092.494854919125,
Hawaii,US,2020-12-03 05:30:41,21.0943,-157.4983,18342,244,11958.0,6140.0,15.0,1295.4560864258915,677445.0,,1.3302802311634498,84000015.0,USA,47846.486123039365,
Idaho,US,2020-12-03 05:30:41,44.2405,-114.4788,104734,991,41354.0,62389.0,16.0,5860.670988464326,477248.0,,0.9462065804800732,84000016.0,USA,26705.687817734663,
Illinois,US,2020-12-03 05:30:41,40.3495,-88.9861,748603,13397,,735206.0,17.0,5907.619749363568,10699586.0,,1.7896000951104925,84000017.0,USA,84436.05698028719,
Indiana,US,2020-12-03 05:30:41,39.8494,-86.2583,350970,5973,208176.0,136821.0,18.0,5213.288516015299,4342486.0,,1.7018548593896914,84000018.0,USA,64503.041270641974,
Iowa,US,2020-12-03 05:30:41,42.0115,-93.2105,236159,2518,142246.0,91395.0,19.0,7485.063722833408,1078029.0,,1.066230802129074,84000019.0,USA,34168.14840875163,
Kansas,US,2020-12-03 05:30:41,38.5266,-96.7265,164855,1679,3512.0,159664.0,20.0,5658.675995790361,831182.0,,1.0184707773497923,84000020.0,USA,28530.463932140512,
Kentucky,US,2020-12-03 05:30:41,37.6681,-84.6701,186765,1943,28486.0,156336.0,21.0,4180.364140347783,2619809.0,,1.0403448183546171,84000021.0,USA,58639.228967742274,
Louisiana,US,2020-12-03 05:30:41,31.1695,-91.8678,241335,6501,202891.0,31943.0,22.0,5191.346400808468,3518499.0,,2.6937659270308907,84000022.0,USA,75686.27476287399,
Maine,US,2020-12-03 05:30:41,44.6939,-69.3819,12208,218,9564.0,2426.0,23.0,908.190077160448,892341.0,,1.7857142857142858,84000023.0,USA,66383.94836528762,
Maryland,US,2020-12-03 05:30:41,39.0639,-76.8021,203355,4715,8648.0,189992.0,24.0,3363.641476227653,4496011.0,,2.3186053945071428,84000024.0,USA,74367.33336862024,
Massachusetts,US,2020-12-03 05:30:41,42.2302,-71.5301,234232,10824,155473.0,67935.0,25.0,3398.359057660185,8566262.0,,4.621059462413334,84000025.0,USA,124283.76164653106,
Michigan,US,2020-12-03 05:30:41,43.3266,-84.5361,402886,9842,165269.0,227775.0,26.0,4034.16209924704,6762022.0,,2.4428746593329134,84000026.0,USA,67709.21021498555,
Minnesota,US,2020-12-03 05:30:41,45.6945,-93.9002,327477,3751,286219.0,37507.0,27.0,5806.708664678829,4218617.0,,1.1454239534379511,84000027.0,USA,74803.05452554351,
Mississippi,US,2020-12-03 05:30:41,32.7416,-89.6787,156868,3851,128746.0,24271.0,28.0,5270.838254401913,1139263.0,,2.4549302598362956,84000028.0,USA,38279.77026687844,
Missouri,US,2020-12-03 05:30:41,38.4561,-92.2884,312046,4077,,307969.0,29.0,5084.312190709203,3103739.0,,1.3065381386077697,84000029.0,USA,50570.67879248442,
Montana,US,2020-12-03 05:30:41,46.9219,-110.4544,64340,713,47533.0,16094.0,30.0,6019.959243173044,663581.0,,1.1081753186198322,84000030.0,USA,62087.823664035,
Nebraska,US,2020-12-03 05:30:41,41.1254,-98.2681,132530,1128,64975.0,66427.0,31.0,6851.191682416533,1386201.0,,0.8511280464800423,84000031.0,USA,71660.2185268051,
Nevada,US,2020-12-03 05:30:41,38.3135,-117.0554,156997,2202,,154795.0,32.0,5097.04703268276,1664999.0,,1.6274196322222718,84000032.0,USA,54055.67120626359,
New Hampshire,US,2020-12-03 05:30:41,43.4525,-71.5639,22368,537,17101.0,4730.0,33.0,1645.0554566374767,831649.0,,2.400751072961373,84000033.0,USA,61163.659042252366,
New Jersey,US,2020-12-03 05:30:41,40.2989,-74.521,346206,17145,44380.0,284681.0,34.0,3897.754945570856,6133587.0,,4.952253860418363,84000034.0,USA,69054.89524542933,
New Mexico,US,2020-12-03 05:30:41,34.8405,-106.2485,100963,1629,34411.0,64923.0,35.0,4815.032603993936,1592222.0,,1.613462357497301,84000035.0,USA,75934.75672074356,
New York,US,2020-12-03 05:30:41,42.1657,-74.9481,664238,34718,86201.0,543319.0,36.0,3414.4802589099236,19761724.0,,5.226741017526852,84000036.0,USA,101584.0955802385,
North Carolina,US,2020-12-03 05:30:41,35.6301,-79.8064,371594,5366,315979.0,50249.0,37.0,3543.011287857725,5378004.0,,1.4440491504168531,84000037.0,USA,51277.27809960332,
North Dakota,US,2020-12-03 05:30:41,47.5289,-99.78399999999999,80135,972,73933.0,5230.0,38.0,10515.54860365692,1096339.0,,1.2129531415735946,84000038.0,USA,143864.8036511465,
Ohio,US,2020-12-03 05:30:41,40.3888,-82.7649,437928,6671,289768.0,141489.0,39.0,3746.4646551060387,6217744.0,,1.523309767815714,84000039.0,USA,53192.66667236999,
Oklahoma,US,2020-12-03 05:30:41,35.5653,-96.9289,202341,1812,170905.0,29624.0,40.0,5113.532548001996,2143079.0,,0.8955179622518422,84000040.0,USA,54159.58317612133,
Oregon,US,2020-12-03 05:30:41,44.571999999999996,-122.0709,78160,953,5870.0,71337.0,41.0,1853.1264514596328,1047275.0,,1.219293756397134,84000041.0,USA,24830.25850118203,
Pennsylvania,US,2020-12-03 05:30:41,40.5908,-77.2098,380951,10676,225258.0,145017.0,42.0,2975.71728893065,3228055.0,,2.802460158918076,84000042.0,USA,25215.26147226029,
Rhode Island,US,2020-12-03 05:30:41,41.6809,-71.5118,59005,1391,3839.0,53775.0,44.0,5569.867118007931,1574531.0,,2.3574273366663845,84000044.0,USA,148630.25918454616,
South Carolina,US,2020-12-03 05:30:41,33.8569,-80.945,220835,4444,116292.0,100099.0,45.0,4289.129285487599,2432901.0,,2.0123621708515413,84000045.0,USA,47252.595502488584,
South Dakota,US,2020-12-03 05:30:41,44.2998,-99.4388,82203,995,66351.0,14857.0,46.0,9292.054904771216,332540.0,,1.2104181112611463,84000046.0,USA,37589.62492892742,
Tennessee,US,2020-12-03 05:30:41,35.7478,-86.6923,384285,4688,342115.0,37482.0,47.0,5627.108051427596,4605389.0,,1.219927918081632,84000047.0,USA,67436.98432636216,
Texas,US,2020-12-03 05:30:41,31.0545,-97.5635,1268946,22335,993151.0,253460.0,48.0,4376.297447213278,10932546.0,,1.7601221801400533,84000048.0,USA,37703.78972102969,
Utah,US,2020-12-03 05:30:41,40.15,-111.8624,202220,906,138995.0,62319.0,49.0,6307.630979569914,1848316.0,,0.4480269013945208,84000049.0,USA,57652.5331897673,
Vermont,US,2020-12-03 05:30:41,44.0459,-72.7107,4461,74,2655.0,1732.0,50.0,714.9164488476559,559575.0,,1.658820892176642,84000050.0,USA,89677.06161486822,
Virginia,US,2020-12-03 05:30:41,37.7693,-78.17,242480,4113,24620.0,213747.0,51.0,2840.834868975161,3350896.0,,1.6962223688551634,84000051.0,USA,39258.25717217664,
Washington,US,2020-12-03 05:30:41,47.4009,-121.4905,170342,2850,,167492.0,53.0,2236.95854951606,2894367.0,,1.6731046952601238,84000053.0,USA,38009.29310497206,
West Virginia,US,2020-12-03 05:30:41,38.4912,-80.9545,49905,778,32002.0,17125.0,54.0,2784.648803920661,1159681.0,,1.5589620278529206,84000054.0,USA,64709.033354964726,
Wisconsin,US,2020-12-03 05:30:41,44.2685,-89.6165,420930,3703,325587.0,91640.0,55.0,7229.450776084366,4479199.0,,0.8797187180766398,84000055.0,USA,76930.00899623765,
Wyoming,US,2020-12-03 05:30:41,42.756,-107.3025,34491,239,26568.0,7684.0,56.0,5959.475360210381,408325.0,,0.6929343886811052,84000056.0,USA,70551.81863262602,
Alabama,US,2020-11-24 05:30:26,32.3182,-86.9023,234080,3459,90702.0,139919.0,1.0,4774.039731317501,1533628.0,,1.4776999316473,84000001.0,USA,31278.199782386342,
Alaska,US,2020-11-24 05:30:26,61.3707,-152.4044,28273,103,7165.0,21005.0,2.0,3864.834015679145,933016.0,,0.3643051674742687,84000002.0,USA,127540.47939634607,
Arizona,US,2020-11-24 05:30:26,33.7298,-111.4312,302324,6464,48807.0,247053.0,4.0,4153.534201151109,2124873.0,,2.138103491618264,84000004.0,USA,29192.960792403388,
Arkansas,US,2020-11-24 05:30:26,34.9697,-92.3731,146190,2387,127059.0,16744.0,5.0,4844.250985153441,1605173.0,,1.6328066215199395,84000005.0,USA,53190.101146396526,
California,US,2020-11-24 05:30:26,36.1162,-119.6816,1128219,18753,,1109466.0,6.0,2855.3670594539813,22457544.0,,1.662177290047411,84000006.0,USA,56836.95397244544,
Colorado,US,2020-11-24 05:30:26,39.0598,-105.3111,202289,2810,11201.0,188278.0,8.0,3512.732655221563,2901740.0,,1.3891017306922275,84000008.0,USA,50388.48802931755,
Connecticut,US,2020-11-24 05:30:26,41.5978,-72.7554,106740,4871,9800.0,92069.0,9.0,2993.868375813785,3038489.0,,4.5634251452126655,84000009.0,USA,85224.24702415263,
Delaware,US,2020-11-24 05:30:26,39.3185,-75.5071,32211,752,16073.0,15386.0,10.0,3307.8856889348963,687482.0,,2.33460619043184,84000010.0,USA,70600.47403683027,
Florida,US,2020-11-24 05:30:26,27.7663,-81.6868,944745,18085,,926660.0,12.0,4398.7176116366445,11740720.0,,1.9142731636579184,84000012.0,USA,54664.60456238942,
Georgia,US,2020-11-24 05:30:26,33.0406,-83.6431,451056,9215,,441841.0,13.0,4248.262502115626,4139509.0,,2.0429835763186834,84000013.0,USA,38987.88811560018,
Hawaii,US,2020-11-24 05:30:26,21.0943,-157.4983,17596,233,11958.0,5405.0,15.0,1242.767707815396,636113.0,,1.3241645828597408,84000015.0,USA,44927.29568774577,
Idaho,US,2020-11-24 05:30:26,44.2405,-114.4788,93090,866,38025.0,54199.0,16.0,5209.099836883382,453872.0,,0.9302825222902568,84000016.0,USA,25397.6212392946,
Illinois,US,2020-11-24 05:30:26,40.3495,-88.9861,664620,12111,,652509.0,17.0,5244.86575370659,9892981.0,,1.8222442899702085,84000017.0,USA,78070.71296224908,
Indiana,US,2020-11-24 05:30:26,39.8494,-86.2583,300913,5332,169211.0,126370.0,18.0,4469.7446711106695,3939645.0,,1.771940727053999,84000018.0,USA,58519.2638563897,
Iowa,US,2020-11-24 05:30:26,42.0115,-93.2105,214792,2222,116837.0,95733.0,19.0,6807.836276215741,1040373.0,,1.034489180230176,84000019.0,USA,32974.6408162101,
Kansas,US,2020-11-24 05:30:26,38.5266,-96.7265,144792,1456,3189.0,140255.0,20.0,4970.010098465185,784288.0,,0.9309906624675396,84000020.0,USA,26920.819383011923,
Kentucky,US,2020-11-24 05:30:26,37.6681,-84.6701,160232,1792,26611.0,131829.0,21.0,3586.475554500072,2441630.0,,1.1183783513904837,84000021.0,USA,54651.04540999309,
Louisiana,US,2020-11-24 05:30:26,31.1695,-91.8678,221160,6284,185960.0,28916.0,22.0,4757.3628773397995,3262192.0,,2.8413818050280337,84000022.0,USA,70172.86633909782,
Maine,US,2020-11-24 05:30:26,44.6939,-69.3819,10544,177,7986.0,2381.0,23.0,784.4000797493253,825349.0,,1.6786798179059184,84000023.0,USA,61400.21068105329,
Maryland,US,2020-11-24 05:30:26,39.0639,-76.8021,183797,4448,8511.0,170838.0,24.0,3040.137751253788,4171674.0,,2.420061263241511,84000024.0,USA,69002.56050601421,
Massachusetts,US,2020-11-24 05:30:26,42.2302,-71.5301,208623,10531,145682.0,52410.0,25.0,3026.8104344677117,7920042.0,,5.047861453435144,84000025.0,USA,114908.06750464965,
Michigan,US,2020-11-24 05:30:26,43.3266,-84.5361,340964,8940,152267.0,179757.0,26.0,3414.1271873623505,6263536.0,,2.621977686793913,84000026.0,USA,62717.78999138568,
Minnesota,US,2020-11-24 05:30:26,45.6945,-93.9002,276500,3321,227311.0,45868.0,27.0,4902.80216865214,3756777.0,,1.2010849909584087,84000027.0,USA,66613.86771335434,
Mississippi,US,2020-11-24 05:30:26,32.7416,-89.6787,143879,3676,121637.0,18566.0,28.0,4834.4017722230965,1091151.0,,2.5549246241633594,84000028.0,USA,36663.184538139714,
Missouri,US,2020-11-24 05:30:26,38.4561,-92.2884,280645,3580,,277065.0,29.0,4572.680934098127,2942201.0,,1.2756329170304122,84000029.0,USA,47938.66420917687,
Montana,US,2020-11-24 05:30:26,46.9219,-110.4544,56381,614,39450.0,16317.0,30.0,5275.2769985909135,617974.0,,1.0890193504904135,84000030.0,USA,57820.61382251506,
Nebraska,US,2020-11-24 05:30:26,41.1254,-98.2681,115921,934,58057.0,56930.0,31.0,5992.58274366111,1262563.0,,0.8057211376713451,84000031.0,USA,65268.70236268668,
Nevada,US,2020-11-24 05:30:26,38.3135,-117.0554,136227,2023,,134204.0,32.0,4422.730537024748,1536076.0,,1.4850213247006834,84000032.0,USA,49870.07151585829,
New Hampshire,US,2020-11-24 05:30:26,43.4525,-71.5639,18082,512,13226.0,4344.0,33.0,1329.841414830063,770791.0,,2.831545183054972,84000033.0,USA,56687.85499271537,
New Jersey,US,2020-11-24 05:30:26,40.2989,-74.521,309588,16772,41550.0,251266.0,34.0,3485.4917537229,5675266.0,,5.4175226429965,84000034.0,USA,63894.89529046327,
New Mexico,US,2020-11-24 05:30:26,34.8405,-106.2485,84148,1400,29183.0,53565.0,35.0,4013.1074112385895,1464452.0,,1.6637353234776822,84000035.0,USA,69841.26984126984,
New York,US,2020-11-24 05:30:26,42.1657,-74.9481,602120,34339,83307.0,484474.0,36.0,3095.1659698705034,18187840.0,,5.703016010097655,84000036.0,USA,93493.62823598208,
North Carolina,US,2020-11-24 05:30:26,35.6301,-79.8064,339194,5039,293555.0,40600.0,37.0,3234.089276935615,4983768.0,,1.4855805232403876,84000037.0,USA,47518.383720038866,
North Dakota,US,2020-11-24 05:30:26,47.5289,-99.78399999999999,73397,852,62697.0,9848.0,38.0,9631.368576310064,1033394.0,,1.1608103873455318,84000038.0,USA,135604.9770228669,
Ohio,US,2020-11-24 05:30:26,40.3888,-82.7649,363304,6020,230678.0,126606.0,39.0,3108.0579343148747,5683989.0,,1.6570145112632946,84000039.0,USA,48626.404085857765,
Oklahoma,US,2020-11-24 05:30:26,35.5653,-96.9289,177874,1649,142381.0,33844.0,40.0,4495.206055338793,1967519.0,,0.927060728380764,84000040.0,USA,49722.856194801534,
Oregon,US,2020-11-24 05:30:26,44.571999999999996,-122.0709,66333,826,5870.0,59637.0,41.0,1572.7154158734884,1016282.0,,1.2452323881024527,84000041.0,USA,24095.43316712256,
Pennsylvania,US,2020-11-24 05:30:26,40.5908,-77.2098,320158,9846,198072.0,112240.0,42.0,2500.8457670132348,3019571.0,,3.0753565427070386,84000042.0,USA,23586.733280273867,
Rhode Island,US,2020-11-24 05:30:26,41.6809,-71.5118,50573,1309,3436.0,45828.0,44.0,4773.915596288706,1468082.0,,2.588337650524984,84000044.0,USA,138581.84320547953,
South Carolina,US,2020-11-24 05:30:26,33.8569,-80.945,207552,4288,108469.0,94795.0,45.0,4031.1425338443737,2267605.0,,2.065988282454517,84000045.0,USA,44042.16276141965,
South Dakota,US,2020-11-24 05:30:26,44.2998,-99.4388,73848,819,55679.0,17350.0,46.0,8347.623208490502,313297.0,,1.1090347741306468,84000046.0,USA,35414.436522999255,
Tennessee,US,2020-11-24 05:30:26,35.7478,-86.6923,344550,4301,296592.0,43657.0,47.0,5045.2660892810745,4334644.0,,1.248294877376288,84000047.0,USA,63472.44923031687,
Texas,US,2020-11-24 05:30:26,31.0545,-97.5635,1162052,21049,917739.0,221075.0,48.0,4000.095737735992,10123856.0,,1.814783297682571,84000048.0,USA,34914.807382469255,
Utah,US,2020-11-24 05:30:26,40.15,-111.8624,179420,797,117104.0,61519.0,49.0,5596.4551001603895,1735824.0,,0.44420911826998105,84000049.0,USA,54143.69121491922,
Vermont,US,2020-11-24 05:30:26,44.0459,-72.7107,3714,63,2300.0,1351.0,50.0,595.2028000493599,523227.0,,1.6962843295638126,84000050.0,USA,83851.95892876317,
Virginia,US,2020-11-24 05:30:26,37.7693,-78.17,221038,3942,23253.0,193843.0,51.0,2589.625774367089,3161059.0,,1.7834037586297378,84000051.0,USA,37034.17448897952,
Washington,US,2020-11-24 05:30:26,47.4009,-121.4905,147537,2655,,144882.0,53.0,1937.4796205278265,2894367.0,,1.7995485878118709,84000053.0,USA,38009.29310497206,
West Virginia,US,2020-11-24 05:30:26,38.4912,-80.9545,41114,667,26769.0,13678.0,54.0,2294.1198461956524,1038846.0,,1.622318431677774,84000054.0,USA,57966.56189475529,
Wisconsin,US,2020-11-24 05:30:26,44.2685,-89.6165,379693,3158,280358.0,96177.0,55.0,6521.2074537899425,4196070.0,,0.8317245774876019,84000055.0,USA,72067.28320149271,
Wyoming,US,2020-11-24 05:30:26,42.756,-107.3025,29431,202,17452.0,11777.0,56.0,5085.190899839138,161219.0,,0.6863511263633584,84000056.0,USA,27855.98150525521,
Alabama,US,2020-11-30 05:30:26,32.3182,-86.9023,247229,3577,161946.0,81706.0,1.0,5042.212357885742,1579713.0,,1.44683673840852,84000001.0,USA,32218.09905194277,
Alaska,US,2020-11-30 05:30:26,61.3707,-152.4044,32065,121,7165.0,24779.0,2.0,4383.189004094074,1006180.0,,0.37735849056603776,84000002.0,USA,137541.77801775697,
Arizona,US,2020-11-30 05:30:26,33.7298,-111.4312,325995,6634,51911.0,267450.0,4.0,4478.742613567748,2236325.0,,2.0350005368180493,84000004.0,USA,30724.164711995265,
Arkansas,US,2020-11-30 05:30:26,34.9697,-92.3731,156247,2470,136872.0,16905.0,5.0,5177.506557748615,1675828.0,,1.5808303519427571,84000005.0,USA,55531.37314418034,
California,US,2020-11-30 05:30:26,36.1162,-119.6816,1215455,19151,,1196304.0,6.0,3076.149372815597,23807501.0,,1.5756239432969543,84000006.0,USA,60253.509401381954,
Colorado,US,2020-11-30 05:30:26,39.0598,-105.3111,228772,3003,12345.0,213424.0,8.0,3972.607877839859,3175126.0,,1.312660640288147,84000008.0,USA,55135.81452596542,
Connecticut,US,2020-11-30 05:30:26,41.5978,-72.7554,112581,4961,9800.0,97820.0,9.0,3157.6981039675065,3154617.0,,4.406605022161823,84000009.0,USA,88481.43221008574,
Delaware,US,2020-11-30 05:30:26,39.3185,-75.5071,35251,770,17279.0,17202.0,10.0,3620.0763223943377,729464.0,,2.1843351961646484,84000010.0,USA,74911.78560719025,
Florida,US,2020-11-30 05:30:26,27.7663,-81.6868,992660,18500,,974160.0,12.0,4621.809085379898,12356348.0,,1.863679406846252,84000012.0,USA,57530.958685265585,
Georgia,US,2020-11-30 05:30:26,33.0406,-83.6431,469516,9442,,460074.0,13.0,4422.127666948939,4302927.0,,2.011007079630939,84000013.0,USA,40527.03749299618,
Hawaii,US,2020-11-30 05:30:26,21.0943,-157.4983,18138,244,11958.0,5936.0,15.0,1281.0480043393752,665237.0,,1.3452420333002535,84000015.0,USA,46984.261289156086,
Idaho,US,2020-11-30 05:30:26,44.2405,-114.4788,100484,920,40120.0,59444.0,16.0,5622.850875597698,471144.0,,0.9155686477449146,84000016.0,USA,26364.12217798457,
Illinois,US,2020-11-30 05:30:26,40.3495,-88.9861,720114,12882,,707232.0,17.0,5682.798076140753,10431018.0,,1.788883426790758,84000017.0,USA,82316.64572913396,
Indiana,US,2020-11-30 05:30:26,39.8494,-86.2583,333312,5685,191290.0,136337.0,18.0,4950.997583411949,4222028.0,,1.705609158986175,84000018.0,USA,62713.76495624992,
Iowa,US,2020-11-30 05:30:26,42.0115,-93.2105,228690,2399,131098.0,95193.0,19.0,7248.333634436003,1067985.0,,1.0490183217455944,84000019.0,USA,33849.80364936436,
Kansas,US,2020-11-30 05:30:26,38.5266,-96.7265,155500,1529,3352.0,150619.0,20.0,5337.564025024422,812424.0,,0.9832797427652732,84000020.0,USA,27886.592382420844,
Kentucky,US,2020-11-30 05:30:26,37.6681,-84.6701,176925,1896,27998.0,147031.0,21.0,3960.115254630319,2548528.0,,1.0716405256464605,84000021.0,USA,57043.74514428429,
Louisiana,US,2020-11-30 05:30:26,31.1695,-91.8678,232245,6407,192488.0,33350.0,22.0,4995.81181700028,3402706.0,,2.7587246227044715,84000022.0,USA,73195.45671414994,
Maine,US,2020-11-30 05:30:26,44.6939,-69.3819,11508,191,8952.0,2365.0,23.0,856.1149580572113,841571.0,,1.6597149808828642,84000023.0,USA,62607.014369757155,
Maryland,US,2020-11-30 05:30:26,39.0639,-76.8021,196447,4625,8607.0,183215.0,24.0,3249.3780683066248,4402399.0,,2.3543245760943154,84000024.0,USA,72818.92194095619,
Massachusetts,US,2020-11-30 05:30:26,42.2302,-71.5301,224964,10722,155473.0,58769.0,25.0,3263.894118000384,8371390.0,,4.766095908678722,84000025.0,USA,121456.45783541915,
Michigan,US,2020-11-30 05:30:26,43.3266,-84.5361,378152,9467,165269.0,203416.0,26.0,3786.496592471485,6574441.0,,2.5034906598404882,84000026.0,USA,65830.93159339321,
Minnesota,US,2020-11-30 05:30:26,45.6945,-93.9002,312969,3637,265223.0,44109.0,27.0,5549.457836965249,4116741.0,,1.1620959264336084,84000027.0,USA,72996.62460245633,
Mississippi,US,2020-11-30 05:30:26,32.7416,-89.6787,151785,3806,121637.0,26342.0,28.0,5100.047074256026,1099057.0,,2.5074941529136607,84000028.0,USA,36928.82984017265,
Missouri,US,2020-11-30 05:30:26,38.4561,-92.2884,302409,3850,,298559.0,29.0,4927.292018741401,3058509.0,,1.2731102579618994,84000029.0,USA,49833.72513697921,
Montana,US,2020-11-30 05:30:26,46.9219,-110.4544,61801,671,44100.0,17030.0,30.0,5782.398215532131,650223.0,,1.0857429491432178,84000030.0,USA,60837.985063315304,
Nebraska,US,2020-11-30 05:30:26,41.1254,-98.2681,126466,989,62686.0,62791.0,31.0,6537.710762155657,1348226.0,,0.7820283712618411,84000031.0,USA,69697.0856199933,
Nevada,US,2020-11-30 05:30:26,38.3135,-117.0554,150527,2136,,148391.0,32.0,4886.992736731516,1627306.0,,1.4190145289549383,84000032.0,USA,52831.9344864351,
New Hampshire,US,2020-11-30 05:30:26,43.4525,-71.5639,20516,526,14999.0,4991.0,33.0,1508.8500423987155,810663.0,,2.5638526028465587,84000033.0,USA,59620.24283101336,
New Jersey,US,2020-11-30 05:30:26,40.2989,-74.521,334114,16978,43504.0,273632.0,34.0,3761.6173488745453,5947423.0,,5.081499129039789,84000034.0,USA,66958.97070429703,
New Mexico,US,2020-11-30 05:30:26,34.8405,-106.2485,95417,1540,32050.0,61827.0,35.0,4550.537979014979,1547171.0,,1.6139681608099186,84000035.0,USA,73786.22672616603,
New York,US,2020-11-30 05:30:26,42.1657,-74.9481,641161,34561,85287.0,521313.0,36.0,3295.8541626389124,19272524.0,,5.390377767830545,84000036.0,USA,99069.38888977704,
North Carolina,US,2020-11-30 05:30:26,35.6301,-79.8064,361778,5240,293555.0,62983.0,37.0,3449.4193601042853,5286488.0,,1.4484020587210942,84000037.0,USA,50404.706903567894,
North Dakota,US,2020-11-30 05:30:26,47.5289,-99.78399999999999,78658,926,70901.0,6831.0,38.0,10321.732352485755,1081000.0,,1.1772483409189147,84000038.0,USA,141851.97529859777,
Ohio,US,2020-11-30 05:30:26,40.3888,-82.7649,414432,6399,266341.0,141692.0,39.0,3545.456878630519,6083485.0,,1.5440410006949268,84000039.0,USA,52044.083804570066,
Oklahoma,US,2020-11-30 05:30:26,35.5653,-96.9289,195545,1736,161955.0,31854.0,40.0,4941.7850168727555,2069013.0,,0.887775192410954,84000040.0,USA,52287.79791411158,
Oregon,US,2020-11-30 05:30:26,44.571999999999996,-122.0709,74119,905,5870.0,67344.0,41.0,1757.316779116384,1042806.0,,1.2210094577638662,84000041.0,USA,24724.30120702168,
Pennsylvania,US,2020-11-30 05:30:26,40.5908,-77.2098,360944,10297,214516.0,136131.0,42.0,2819.436885940145,3176073.0,,2.8527971098009663,84000042.0,USA,24809.215193045395,
Rhode Island,US,2020-11-30 05:30:26,41.6809,-71.5118,53954,1346,3619.0,48989.0,44.0,5093.070256503685,1519021.0,,2.4947177225043555,84000044.0,USA,143390.30793091306,
South Carolina,US,2020-11-30 05:30:26,33.8569,-80.945,216129,4353,113704.0,98072.0,45.0,4197.727820966556,2386587.0,,2.0140749274738696,84000045.0,USA,46353.06991221498,
South Dakota,US,2020-11-30 05:30:26,44.2998,-99.4388,79900,943,62027.0,16930.0,46.0,9031.728609554642,327744.0,,1.1802252816020025,84000046.0,USA,37047.49513654414,
Tennessee,US,2020-11-30 05:30:26,35.7478,-86.6923,366518,4554,325993.0,35971.0,47.0,5366.9448164595005,4489451.0,,1.242503778804861,84000047.0,USA,65739.2973147265,
Texas,US,2020-11-30 05:30:26,31.0545,-97.5635,1225118,21843,954465.0,248810.0,48.0,4225.144943862889,10703677.0,,1.7829302973264616,84000048.0,USA,36914.474162726765,
Utah,US,2020-11-30 05:30:26,40.15,-111.8624,193809,868,132081.0,60860.0,49.0,6045.275702301778,1817032.0,,0.4478636183046195,84000049.0,USA,56676.72502259856,
Vermont,US,2020-11-30 05:30:26,44.0459,-72.7107,4100,67,2494.0,1539.0,50.0,657.0628648902465,550991.0,,1.6341463414634143,84000050.0,USA,88301.3963387175,
Virginia,US,2020-11-30 05:30:26,37.7693,-78.17,235942,4058,24062.0,207822.0,51.0,2764.2373006257726,3309343.0,,1.7199142162056775,84000051.0,USA,38771.43264516194,
